record_id,emp_id,effective_date,base_salary_idr,allowances_idr,total_idr,change_reason
SAL1195,EMP0404,29/09/2018,10319561,1840467,12160028,correction
SAL1196,EMP0404,24/12/2019,11234158,2063876,13298034,correction
SAL1197,EMP0405,2019-07-10,8260653,1415668,9676321,initial
SAL1198,EMP0405,2020-12-04,8631479,1696673,10328152,annual_review
SAL1199,EMP0405,2021-08-01,9077551,1538840,10616391,correction
SAL1200,EMP0405,2022-01-30,9954139,1117894,11072033,promotion
SAL1201,EMP0406,09/08/2024,6540293,1030149,7570442,initial
SAL1202,EMP0406,2025-06-25,6805426,1259990,8065416,promotion
SAL1203,EMP0407,25/02/2016,4073411,441806,4515217,initial
SAL1204,EMP0407,25/10/2016,4443023,873621,5316644,promotion
SAL1205,EMP0407,2017-07-19,4801868,599434,5401302,annual_review
SAL1206,EMP0408,10/12/2021,6193635,1205414,7399049,initial
SAL1207,EMP0408,28/02/2023,7051790,1170003,8221793,promotion
SAL1208,EMP0408,2024-04-10,7381691,1251271,8632962,market_adjustment
SAL1209,EMP0409,28/10/2018,5096110,973756,6069866,initial
SAL1210,EMP0409,2019-10-23,5619687,679891,6299578,correction
SAL1211,EMP0409,2020-06-09,6235121,771347,7006468,annual_review
SAL1212,EMP0409,2021-03-12,6528172,1277839,7806011,annual_review
SAL1213,EMP0410,23/09/2021,45204612,7016075,52220687,initial
SAL1214,EMP0410,2023-01-18,48508518,8387629,56896147,annual_review
SAL1215,EMP0410,2024-02-18,50396622,6353373,56749995,promotion
SAL1216,EMP0410,02-06-2025,52896210,5730003,58626213,market_adjustment
SAL1217,EMP0411,2015-01-09,7066105,1184650,8250755,initial
SAL1218,EMP0411,2016-06-27,7399549,792164,8191713,annual_review
SAL1219,EMP0412,07-07-2015,5536530,702806,6239336,initial
SAL1220,EMP0412,2016-11-22,6165570,1057053,7222623,annual_review
SAL1221,EMP0412,05-03-2018,6836865,1097279,7934144,correction
SAL1222,EMP0413,2017-03-13,39082341,7119113,46201454,initial
SAL1223,EMP0413,2018-02-17,44909278,6192728,51102006,market_adjustment
SAL1224,EMP0413,2019-06-21,47590349,5352111,52942460,promotion
SAL1225,EMP0414,2023-01-14,6461332,1088074,7549406,initial
SAL1226,EMP0414,2024-02-06,6706314,913949,7620263,annual_review
SAL1227,EMP0414,2025-01-21,7533661,1407932,8941593,annual_review
SAL1228,EMP0414,2025-06-22,7768587,1537780,9306367,market_adjustment
SAL1229,EMP0415,19-05-2016,32456652,4474579,36931231,initial
SAL1230,EMP0415,2017-01-07,36478941,4288943,40767884,annual_review
SAL1231,EMP0415,09-12-2017,40150883,4398692,44549575,market_adjustment
SAL1232,EMP0416,2023-04-04,20853574,3546057,24399631,initial
SAL1233,EMP0416,2024-02-22,22859376,2512396,25371772,correction
SAL1234,EMP0416,2024-09-13,24013538,2835212,26848750,market_adjustment
SAL1235,EMP0416,31/05/2025,27006818,4306553,31313371,correction
SAL1236,EMP0417,2022-10-04,9563606,1341440,10905046,initial
SAL1237,EMP0417,2024-01-30,9996920,1686138,11683058,annual_review
SAL1238,EMP0418,2021-10-18,48931781,5654024,54585805,initial
SAL1239,EMP0418,2022-06-19,51237466,8891864,60129330,correction
SAL1240,EMP0419,2018-01-25,10886921,2088592,12975513,initial
SAL1241,EMP0419,16/06/2019,12486644,2095527,14582171,annual_review
SAL1242,EMP0419,14/07/2020,13920290,2003074,15923364,annual_review
SAL1243,EMP0420,03/10/2021,7484789,1346116,8830905,initial
SAL1244,EMP0420,2022-12-14,7966946,1211449,9178395,market_adjustment
SAL1245,EMP0420,2023-10-07,8497723,1654893,10152616,annual_review
SAL1246,EMP0420,29/10/2024,9538434,1559225,11097659,annual_review
SAL1247,EMP0421,2022-02-04,16286698,2817522,19104220,initial
SAL1248,EMP0421,19/09/2022,17097996,1854423,18952419,annual_review
SAL1249,EMP0421,2023-08-11,18747938,3390277,22138215,market_adjustment
SAL1250,EMP0422,2022-12-19,6044856,1186101,7230957,initial
SAL1251,EMP0422,2024-01-20,6717309,993930,7711239,annual_review
SAL1252,EMP0422,2025-04-07,7471089,1268502,8739591,correction
SAL1253,EMP0423,22/04/2021,7700670,780771,8481441,initial
SAL1254,EMP0423,2022-01-24,8773422,1503904,10277326,annual_review
SAL1255,EMP0423,2023-07-17,9599167,1194353,10793520,promotion
SAL1256,EMP0424,24/01/2024,9099519,1511588,10611107,initial
SAL1257,EMP0424,18/04/2025,10119478,1626578,11746056,annual_review
SAL1258,EMP0424,2025-06-09,11552621,2199386,13752007,correction
SAL1259,EMP0425,2022-07-08,6733223,723903,7457126,initial
SAL1260,EMP0425,13/03/2023,7350269,1045739,8396008,annual_review
SAL1261,EMP0425,21/03/2024,7721149,1033057,8754206,annual_review
SAL1262,EMP0426,2016-08-22,26392789,3298478,29691267,initial
SAL1263,EMP0426,21-11-2017,29879098,3854597,33733695,annual_review
SAL1264,EMP0427,2016-02-24,41210974,5330825,46541799,initial
SAL1265,EMP0427,2016-12-09,42458352,5917087,48375439,correction
SAL1266,EMP0427,10-11-2017,48465915,8848554,57314469,correction
SAL1267,EMP0428,2022-10-09,15594402,3018162,18612564,initial
SAL1268,EMP0428,2024-02-17,17649778,2392858,20042636,annual_review
SAL1269,EMP0428,2025-06-26,19154288,2593285,21747573,promotion
SAL1270,EMP0429,09/08/2015,6021619,812750,6834369,initial
SAL1271,EMP0429,10-05-2016,6492799,715076,7207875,annual_review
SAL1272,EMP0429,2017-07-15,6841496,1036020,7877516,correction
SAL1273,EMP0430,2023-06-20,17578837,2479880,20058717,initial
SAL1274,EMP0430,2024-08-22,18120779,2221780,20342559,promotion
SAL1275,EMP0430,2025-06-19,19315195,3654808,22970003,market_adjustment
SAL1276,EMP0431,2022-08-28,8249939,1494512,9744451,initial
SAL1277,EMP0431,2023-04-20,9476905,1101059,10577964,market_adjustment
SAL1278,EMP0431,15-04-2024,10610825,1442262,12053087,annual_review
SAL1279,EMP0432,2019-10-22,5825600,995722,6821322,initial
SAL1280,EMP0432,2020-06-14,6132889,695273,6828162,annual_review
SAL1281,EMP0432,2021-07-14,6864364,796480,7660844,annual_review
SAL1282,EMP0432,2022-04-21,7851494,878419,8729913,promotion
SAL1283,EMP0433,2015-01-24,23205196,3597092,26802288,initial
SAL1284,EMP0433,2016-07-06,25890466,4533653,30424119,promotion
SAL1285,EMP0433,25-07-2017,28226382,3193582,31419964,market_adjustment
SAL1286,EMP0434,2021-09-10,16809919,3013535,19823454,initial
SAL1287,EMP0434,12/05/2022,17627974,1786857,19414831,correction
SAL1288,EMP0435,26-10-2015,26482958,3274630,29757588,initial
SAL1289,EMP0435,2017-04-05,29914627,5912442,35827069,market_adjustment
SAL1290,EMP0435,2017-10-06,32371198,4150710,36521908,promotion
SAL1291,EMP0436,2016-10-14,16386047,2885418,19271465,initial
SAL1292,EMP0436,16/08/2017,18092057,2147274,20239331,correction
SAL1293,EMP0436,2018-07-05,20299420,4048226,24347646,promotion
SAL1294,EMP0437,27-11-2024,7037479,1172676,8210155,initial
SAL1295,EMP0437,24/06/2025,7648804,1301172,8949976,annual_review
SAL1296,EMP0438,12/12/2020,8106941,1306109,9413050,initial
SAL1297,EMP0438,2021-09-14,9315736,1517447,10833183,correction
SAL1298,EMP0438,28-05-2022,9851633,1380492,11232125,annual_review
SAL1299,EMP0438,13-04-2023,11318027,1614293,12932320,annual_review
SAL1300,EMP0439,11-09-2017,45685212,5480596,51165808,initial
SAL1301,EMP0439,2018-04-05,49140947,6419999,55560946,correction
SAL1302,EMP0439,2019-08-22,56394884,7535359,63930243,annual_review
SAL1303,EMP0440,21/01/2021,23039562,2445303,25484865,initial
SAL1304,EMP0440,23-02-2022,25510895,2831849,28342744,promotion
SAL1305,EMP0440,2023-02-24,27135089,4644402,31779491,promotion
SAL1306,EMP0441,2019-12-31,7035861,928621,7964482,initial
SAL1307,EMP0441,22/07/2020,7400390,778617,8179007,annual_review
SAL1308,EMP0441,01/07/2021,7810647,999887,8810534,market_adjustment
SAL1309,EMP0442,29-01-2016,8543936,940483,9484419,initial
SAL1310,EMP0442,29/10/2016,9058892,1235253,10294145,market_adjustment
SAL1311,EMP0442,2017-09-29,9451897,1590717,11042614,annual_review
SAL1312,EMP0443,08/07/2022,12186206,1622242,13808448,initial
SAL1313,EMP0443,2023-07-08,13638214,2085094,15723308,correction
SAL1314,EMP0443,2024-07-12,14437280,1746958,16184238,promotion
SAL1315,EMP0444,2022-04-02,21443279,2331380,23774659,initial
SAL1316,EMP0444,22/11/2022,22422341,2512096,24934437,correction
SAL1317,EMP0444,2024-03-16,25700478,3065880,28766358,annual_review
SAL1318,EMP0445,2015-12-25,7869694,1515310,9385004,initial
SAL1319,EMP0445,2016-07-30,8995203,1207963,10203166,correction
SAL1320,EMP0446,19-03-2024,27169364,4005303,31174667,initial
SAL1321,EMP0446,27-12-2024,29724015,3102625,32826640,annual_review
SAL1322,EMP0446,2025-06-17,32579288,6162654,38741942,promotion
SAL1323,EMP0447,2019-11-09,5592483,1036532,6629015,initial
SAL1324,EMP0447,2021-02-17,6414662,929152,7343814,promotion
SAL1325,EMP0447,15/10/2021,7308236,1083680,8391916,annual_review
SAL1326,EMP0447,06-01-2023,8344250,1494359,9838609,correction
SAL1327,EMP0448,2015-09-17,17800706,2846606,20647312,initial
SAL1328,EMP0448,06/03/2017,20401361,2132850,22534211,promotion
SAL1329,EMP0448,18-06-2018,21162233,3683742,24845975,annual_review
SAL1330,EMP0448,06/07/2019,23054202,4311725,27365927,correction
SAL1331,EMP0449,20-10-2021,16258048,1894905,18152953,initial
SAL1332,EMP0449,03-01-2023,17495253,2450820,19946073,market_adjustment
SAL1333,EMP0449,2023-11-18,18454534,2140731,20595265,annual_review
SAL1334,EMP0450,2020-04-25,6913551,1100715,8014266,initial
SAL1335,EMP0450,26-10-2020,7850327,1142568,8992895,correction
SAL1336,EMP0450,2022-01-17,8329669,1079828,9409497,annual_review
SAL1337,EMP0451,2018-04-23,34009856,5278842,39288698,initial
SAL1338,EMP0451,15/01/2019,35944048,4450652,40394700,correction
SAL1339,EMP0451,2019-08-03,39781213,7666826,47448039,promotion
SAL1340,EMP0452,2016-08-02,34074287,6383418,40457705,initial
SAL1341,EMP0452,24-02-2017,37723287,7505184,45228471,annual_review
SAL1342,EMP0452,08/12/2017,41274986,6804781,48079767,annual_review
SAL1343,EMP0452,2019-04-25,45510589,6028159,51538748,promotion
SAL1344,EMP0453,2018-06-02,9969606,1700278,11669884,initial
SAL1345,EMP0453,2019-09-06,10584576,1490671,12075247,annual_review
SAL1346,EMP0453,11/01/2021,11276674,1833536,13110210,annual_review
SAL1347,EMP0454,2016-08-06,25349240,4623528,29972768,initial
SAL1348,EMP0454,2017-05-25,28331760,3333898,31665658,promotion
SAL1349,EMP0454,29-11-2017,31008732,3430938,34439670,correction
SAL1350,EMP0455,2022-07-11,16408577,3192545,19601122,initial
SAL1351,EMP0455,18-05-2023,18613940,2886794,21500734,correction
SAL1352,EMP0455,27-06-2024,19665193,2367529,22032722,promotion
SAL1353,EMP0456,05/04/2018,8641575,1562165,10203740,initial
SAL1354,EMP0456,2019-04-22,9062220,1567593,10629813,annual_review
SAL1355,EMP0456,2020-05-28,9734970,1064704,10799674,market_adjustment
SAL1356,EMP0456,24/02/2021,10563676,1255873,11819549,annual_review
SAL1357,EMP0457,2018-09-17,41459065,8056968,49516033,initial
SAL1358,EMP0457,2019-06-16,45924526,6016848,51941374,annual_review
SAL1359,EMP0457,2020-03-12,51807453,6153938,57961391,correction
SAL1360,EMP0458,2017-03-03,4300988,461086,4762074,initial
SAL1361,EMP0458,02-01-2018,4664864,513244,5178108,market_adjustment
SAL1362,EMP0458,2019-03-27,4881663,782673,5664336,annual_review
SAL1363,EMP0459,2022-10-11,21339692,2953393,24293085,initial
SAL1364,EMP0459,04/06/2023,24096512,2728156,26824668,annual_review
SAL1365,EMP0459,12/01/2024,25593357,2593878,28187235,correction
SAL1366,EMP0459,2024-07-14,29302195,4519483,33821678,annual_review
SAL1367,EMP0460,2018-07-06,9432011,1262370,10694381,initial
SAL1368,EMP0460,14-02-2019,9943967,1749811,11693778,market_adjustment
SAL1369,EMP0460,2020-03-27,11215360,1493612,12708972,promotion
SAL1370,EMP0461,2024-11-04,6648075,826893,7474968,initial
SAL1371,EMP0461,2025-06-08,7060885,792990,7853875,correction
SAL1372,EMP0461,2025-06-27,7734190,1169055,8903245,annual_review
SAL1373,EMP0462,2021-03-09,5754232,814387,6568619,initial
SAL1374,EMP0462,2021-09-05,6556717,804296,7361013,annual_review
SAL1375,EMP0462,17-09-2022,6869375,842105,7711480,promotion
SAL1376,EMP0463,2017-03-15,29747006,5010637,34757643,initial
SAL1377,EMP0463,2018-08-28,33795777,5041723,38837500,annual_review
SAL1378,EMP0463,2019-04-21,35720199,4848330,40568529,promotion
SAL1379,EMP0463,28/08/2020,38222290,7351367,45573657,promotion
SAL1380,EMP0464,11/02/2024,16422780,3113079,19535859,initial
SAL1381,EMP0464,14-06-2025,17213247,2634454,19847701,market_adjustment
SAL1382,EMP0464,25/06/2025,19133074,3622115,22755189,annual_review
SAL1383,EMP0464,2025-06-21,21141491,2850688,23992179,promotion
SAL1384,EMP0465,2021-01-19,28487062,3620971,32108033,initial
SAL1385,EMP0465,2022-03-30,31603768,5722555,37326323,promotion
SAL1386,EMP0465,2022-11-04,35543580,6318880,41862460,annual_review
SAL1387,EMP0466,2023-03-23,17459356,2305081,19764437,initial
SAL1388,EMP0466,05/04/2024,18919018,3433139,22352157,market_adjustment
SAL1389,EMP0466,2024-11-28,20798454,2380732,23179186,promotion
SAL1390,EMP0467,30/01/2019,20419936,4073311,24493247,initial
SAL1391,EMP0467,30/10/2019,22913296,3022987,25936283,promotion
SAL1392,EMP0467,30-11-2020,24924043,3992191,28916234,market_adjustment
SAL1393,EMP0468,02/01/2020,8670111,1156129,9826240,initial
SAL1394,EMP0468,30-05-2021,9889064,1402921,11291985,market_adjustment
SAL1395,EMP0468,07/08/2022,10825060,1658912,12483972,market_adjustment
SAL1396,EMP0468,2023-05-31,11649445,1997787,13647232,correction
SAL1397,EMP0469,2023-07-16,18840685,2972827,21813512,initial
SAL1398,EMP0469,01/01/2025,21240141,3617394,24857535,annual_review
SAL1399,EMP0469,2025-06-19,21884650,2981561,24866211,annual_review
SAL1400,EMP0470,2022-07-01,22951164,4492956,27444120,initial
SAL1401,EMP0470,22/02/2023,23803783,3239358,27043141,promotion
SAL1402,EMP0470,31-10-2023,25359685,4654142,30013827,annual_review
SAL1403,EMP0471,19/11/2024,8313160,1639205,9952365,initial
SAL1404,EMP0471,23/06/2025,8772782,926287,9699069,annual_review
SAL1405,EMP0471,2025-06-27,10048750,1384175,11432925,annual_review
SAL1406,EMP0472,2024-05-12,15442027,2619156,18061183,initial
SAL1407,EMP0472,2025-06-13,16594034,2759168,19353202,annual_review
SAL1408,EMP0472,2025-06-15,18759430,1932569,20691999,annual_review
SAL1409,EMP0472,26/06/2025,19500037,1974335,21474372,annual_review
SAL1410,EMP0473,2019-02-05,5742875,1041591,6784466,initial
SAL1411,EMP0473,19-10-2019,6442645,1123312,7565957,market_adjustment
SAL1412,EMP0473,2021-01-11,7175996,1055003,8230999,promotion
SAL1413,EMP0474,16-12-2018,9030625,1207698,10238323,initial
SAL1414,EMP0474,09/05/2020,10054965,1117374,11172339,promotion
SAL1415,EMP0475,2019-12-07,11006646,2070523,13077169,initial
SAL1416,EMP0475,2020-06-20,12134836,1824224,13959060,annual_review
SAL1417,EMP0476,07-09-2016,6045581,844199,6889780,initial
SAL1418,EMP0476,2017-10-08,6720197,1044423,7764620,market_adjustment
SAL1419,EMP0476,16-08-2018,7663027,1000817,8663844,correction
SAL1420,EMP0476,2019-06-08,8282509,1053392,9335901,annual_review
SAL1421,EMP0477,05-02-2024,28084877,4273116,32357993,initial
SAL1422,EMP0477,2024-10-06,31431925,5088966,36520891,market_adjustment
SAL1423,EMP0477,18-06-2025,33067744,5307648,38375392,correction
SAL1424,EMP0477,2025-06-04,36807414,4833511,41640925,market_adjustment
SAL1425,EMP0478,2016-10-22,8692285,1221352,9913637,initial
SAL1426,EMP0478,2017-10-31,9124977,1502561,10627538,promotion
SAL1427,EMP0479,21-10-2016,6816759,865673,7682432,initial
SAL1428,EMP0479,2017-06-11,7084910,1260261,8345171,correction
SAL1429,EMP0479,28/05/2018,7321304,851292,8172596,promotion
SAL1430,EMP0480,2016-11-12,6446544,686762,7133306,initial
SAL1431,EMP0480,2018-03-12,6648431,789663,7438094,promotion
SAL1432,EMP0480,20/12/2018,7357198,912539,8269737,annual_review
SAL1433,EMP0481,07-11-2024,4178340,825917,5004257,initial
SAL1434,EMP0481,29/06/2025,4586349,479585,5065934,market_adjustment
SAL1435,EMP0481,2025-06-28,5243210,1038439,6281649,annual_review
SAL1436,EMP0482,2016-11-29,27611088,3540851,31151939,initial
SAL1437,EMP0482,2017-12-17,30096801,5272484,35369285,promotion
SAL1438,EMP0483,19/12/2017,49350052,6691064,56041116,initial
SAL1439,EMP0483,2018-08-22,54991691,7321143,62312834,annual_review
SAL1440,EMP0483,2019-11-02,57307960,5866531,63174491,annual_review
SAL1441,EMP0484,2016-06-25,9338956,1290748,10629704,initial
SAL1442,EMP0484,2017-10-18,10592780,1366595,11959375,annual_review
SAL1443,EMP0484,2018-07-02,11777951,2220383,13998334,annual_review
SAL1444,EMP0485,08/04/2024,4195645,819333,5014978,initial
SAL1445,EMP0485,2025-01-31,4766790,843162,5609952,annual_review
SAL1446,EMP0485,2025-05-31,5196727,858184,6054911,correction
SAL1447,EMP0486,22-09-2021,27895575,3741955,31637530,initial
SAL1448,EMP0486,2022-05-27,29867303,4848869,34716172,promotion
SAL1449,EMP0486,2023-07-01,30906731,3829685,34736416,market_adjustment
SAL1450,EMP0487,2021-10-07,8560149,1375510,9935659,initial
SAL1451,EMP0487,22-06-2022,9399284,1031483,10430767,market_adjustment
SAL1452,EMP0488,2022-10-28,6062670,692734,6755404,initial
SAL1453,EMP0488,01/10/2023,6642602,995667,7638269,annual_review
SAL1454,EMP0488,2024-11-16,7091949,823710,7915659,promotion
SAL1455,EMP0489,2021-08-09,19699588,3105662,22805250,initial
SAL1456,EMP0489,04-08-2022,20501509,3507100,24008609,annual_review
SAL1457,EMP0489,2023-09-23,21751143,4303428,26054571,market_adjustment
SAL1458,EMP0490,2020-05-08,9200867,1726687,10927554,initial
SAL1459,EMP0490,02/10/2021,10497262,2069724,12566986,annual_review
SAL1460,EMP0490,05-12-2022,10862053,1521707,12383760,promotion
SAL1461,EMP0491,2015-01-23,9594522,1554008,11148530,initial
SAL1462,EMP0491,04/07/2016,10030862,1517147,11548009,promotion
SAL1463,EMP0492,2022-05-05,25479584,4973729,30453313,initial
SAL1464,EMP0492,2023-05-11,26499248,3990634,30489882,market_adjustment
SAL1465,EMP0492,20/03/2024,30084305,4875503,34959808,annual_review
SAL1466,EMP0493,2022-04-22,8700573,919701,9620274,initial
SAL1467,EMP0493,2023-02-21,9692172,976915,10669087,correction
SAL1468,EMP0493,2023-10-12,10320993,1620533,11941526,annual_review
SAL1469,EMP0494,2018-02-02,9581219,1028044,10609263,initial
SAL1470,EMP0494,15/02/2019,10873716,1466796,12340512,annual_review
SAL1471,EMP0495,2021-03-22,7964984,1308236,9273220,initial
SAL1472,EMP0495,14/05/2022,8308229,1438800,9747029,annual_review
SAL1473,EMP0495,2023-06-01,9323378,1306690,10630068,annual_review
SAL1474,EMP0495,2023-12-31,9958059,1480061,11438120,correction
SAL1475,EMP0496,2023-04-02,26782485,4663593,31446078,initial
SAL1476,EMP0496,2023-11-26,28480628,4400488,32881116,annual_review
SAL1477,EMP0496,19/01/2025,29832365,3938428,33770793,annual_review
SAL1478,EMP0496,11/06/2025,33498901,6486927,39985828,annual_review
SAL1479,EMP0497,28-05-2017,7516210,1345070,8861280,initial
SAL1480,EMP0497,24-07-2018,7934190,1482123,9416313,annual_review
SAL1481,EMP0498,08/01/2024,5997841,1054790,7052631,initial
SAL1482,EMP0498,2025-02-07,6371996,690463,7062459,annual_review
SAL1483,EMP0498,2025-06-22,6872887,1287824,8160711,promotion
SAL1484,EMP0498,2025-06-03,7425237,1239750,8664987,annual_review
SAL1485,EMP0499,2017-06-27,7088200,839298,7927498,initial
SAL1486,EMP0499,2018-01-20,7379475,990339,8369814,market_adjustment
SAL1487,EMP0499,2018-12-18,7746559,1504336,9250895,promotion
SAL1488,EMP0499,17-02-2020,8420973,1655217,10076190,annual_review
SAL1489,EMP0500,2021-11-19,7832004,1060995,8892999,initial
SAL1490,EMP0500,07-05-2023,8602970,1342844,9945814,annual_review
SAL1491,EMP0500,2024-09-03,9066043,1465537,10531580,correction
SAL1492,EMP0500,09-06-2025,10411118,1055881,11466999,promotion
SAL1493,EMP0010,14/02/2019,7596381,792990,8389371,initial
SAL1494,EMP0030,2020-03-15,35344207,6027128,41371335,initial
SAL1495,EMP0060,13-06-2021,43092456,7748446,50840902,initial
SAL1496,EMP0090,2024-06-26,17369560,3052787,20422347,initial
SAL1497,EMP0130,2024-05-18,8689860,1038568,9728428,initial
SAL1498,EMP0200,11/10/2023,4306064,442996,4749060,initial
SAL1499,EMP0280,2024-09-17,8777791,1740655,10518446,initial
SAL1500,EMP0410,23/09/2021,45204612,7016075,52220687,initial
